z_dyn_1,z_dyn_2,z_dyn_3,z_dyn_4,z_dyn_5,z_dyn_6,z_dyn_7,z_dyn_8,z_pk_1,z_pk_2,z_pk_3,z_pk_4
0.584421396,0.171766549,-0.268657833,0.205298766,0.137812525,1.456869006,1.929059386,1.736055732,-0.020862082,0.027091017,0.012434352,0.026398649
0.145289063,0.126100659,-0.322439849,0.349672258,0.104468055,1.41981864,1.556358099,1.684810519,-0.018119173,0.024610972,0.015687216,0.030257663
-0.517706752,-0.229785144,-0.285850585,0.546271503,-0.178678364,-0.154561862,0.074586578,0.819451749,-0.013201916,0.039628647,0.012444127,0.020098908
-1.033863664,-0.127009898,-0.446008623,0.732956827,-0.108274169,0.612675548,0.071018979,1.170248866,-0.009224401,0.039899215,0.015102018,0.021766348
-0.573005557,-0.26716423,-0.287224263,0.550415814,-0.230734706,-0.413853616,-0.133599132,0.678130388,-0.008908638,0.037635006,0.016581047,0.024951136
-0.811003804,-0.207848027,-0.36176914,0.642898798,-0.177361324,0.043169275,-0.073527768,0.897089541,-0.007013456,0.040201649,0.016751755,0.023985794
-0.251878917,-0.279256374,-0.209348172,0.450963974,-0.215095565,-0.532260656,0.088814147,0.642075717,-0.00590808,0.028879723,0.022804577,0.035036847
-0.810847461,-0.199439079,-0.364659339,0.64553833,-0.166981488,0.103266284,-0.036556832,0.928273201,-0.011474052,0.038319491,0.014547277,0.022378197
-0.24454385,-0.042783778,-0.310083508,0.479021847,-0.004645597,0.801787198,0.87883532,1.332724333,-0.017444627,0.036994733,0.01049136,0.019533543
-0.272357643,-0.119811594,-0.278457463,0.484307528,-0.060200617,0.427573919,0.636201322,1.137779832,-0.018035898,0.035559781,0.01107334,0.02050524
-0.896084428,-0.075934358,-0.43679145,0.694990158,-0.058719702,0.853899062,0.342148602,1.307323217,-0.006485798,0.030942505,0.020780999,0.032079756
-1.164301395,-0.22410427,-0.443306267,0.741194308,-0.226445526,-0.017202303,-0.446760029,0.825950384,-0.003664659,0.042626016,0.017818261,0.022875389
0.840677261,-0.222894102,-0.005030319,0.114714712,-0.07995826,-0.414365709,1.094073415,0.761253476,-0.018783333,0.025657853,0.014886428,0.029112151
-0.285155416,-0.242877722,-0.229058921,0.470618367,-0.176003814,-0.286751986,0.204879135,0.768549025,-0.015300238,0.038579389,0.011425663,0.019701397
-1.170340657,-0.266944736,-0.439882815,0.715327322,-0.29449591,-0.38901329,-0.696990907,0.619598091,0.008088975,0.041253649,0.024873246,0.029088547
-0.472709805,-0.050407242,-0.354822606,0.555555403,-0.020100834,0.841709852,0.706666112,1.336696386,-0.012848177,0.028073406,0.017869819,0.030331774
-1.372680783,-0.170087054,-0.514802217,0.827290714,-0.174076021,0.416589409,-0.369368136,1.027704,-0.005353437,0.054781921,0.011040319,0.010764888
-0.556782246,-0.053405531,-0.371555656,0.583656251,-0.025925338,0.856290996,0.642408848,1.337615132,-0.005230934,0.018064423,0.024988253,0.040206097
-0.949340463,-0.261415839,-0.381021231,0.660459459,-0.259889811,-0.338392675,-0.444099933,0.678674221,0.005356959,0.03854131,0.02631532,0.033175081
-0.729579508,-0.207700551,-0.342396975,0.617760241,-0.170712695,0.029645175,-0.006742895,0.897747338,-0.0085921,0.037655525,0.016615022,0.02484343
0.666579545,-0.277599901,-0.01554925,0.167325348,-0.138724864,-0.671030462,0.806122243,0.621011078,-0.011234523,0.020793078,0.022295643,0.038428262
-1.109332085,-0.104999393,-0.47444123,0.761852503,-0.091987193,0.765482247,0.096420363,1.240104914,-0.005803564,0.040316589,0.017128635,0.023858776
-0.693732977,-0.157929853,-0.354023516,0.617916584,-0.116720617,0.335664332,0.210879236,1.058965325,-0.013449633,0.039651282,0.012432624,0.019613309
-0.391214371,0.027705695,-0.376444042,0.529673278,0.032163437,1.180123687,0.974579096,1.518535733,-0.01464814,0.031556822,0.014820267,0.026294148
-1.254172564,-0.22969906,-0.466563463,0.763317525,-0.244273275,-0.060486332,-0.562953115,0.790061355,-0.002947987,0.049691565,0.015017379,0.017103774
-0.734543562,-0.140232086,-0.371237934,0.634692967,-0.101974785,0.454174757,0.246233895,1.116226077,-0.011372202,0.037977897,0.014374007,0.022467075
-0.399573416,0.050715424,-0.389658332,0.532414675,0.045191333,1.288110852,1.030249596,1.574433684,-0.012645164,0.033662342,0.012872089,0.021580776
-0.882159472,-0.110168539,-0.418642312,0.687555909,-0.083619267,0.670440376,0.24453783,1.213691831,-0.013594241,0.048137948,0.00858723,0.012131548
-0.764770389,-0.286660671,-0.330303729,0.595469534,-0.277688742,-0.551818192,-0.401794463,0.583411574,-0.006621079,0.041905068,0.01624297,0.022487229
-0.409774661,0.040854447,-0.386983871,0.536312938,0.039701466,1.248735666,0.999277532,1.552817345,-0.01422076,0.031941332,0.014845897,0.026026262
-0.512381673,-0.282607734,-0.269005775,0.526355386,-0.245768294,-0.535345137,-0.151944235,0.618761361,-0.016534584,0.04272148,0.008780349,0.015167287
-0.086530626,0.015016949,-0.307789862,0.426911235,0.036800779,1.01274991,1.134263158,1.45321691,-0.02024019,0.040128984,0.00719266,0.014915293
-0.515028358,-0.206053615,-0.293847799,0.550745726,-0.153785437,-0.006465241,0.165781468,0.897267342,-0.01470735,0.039165385,0.011768568,0.019253423
0.701042235,0.207038537,-0.270447969,0.169718921,0.156395718,1.56829977,2.08192873,1.805414081,-0.020140896,0.023147775,0.01465695,0.030447168
-1.029478312,-0.140032634,-0.440042049,0.729497135,-0.119655341,0.534939528,0.027684633,1.130221248,-0.009957732,0.041306786,0.014143396,0.020313395
-0.968504429,-0.195366398,-0.403392881,0.694793344,-0.175362676,0.1571244,-0.149750054,0.941226542,-0.005987437,0.036370076,0.019337762,0.027880548
-1.093591213,-0.125924736,-0.461088061,0.752350688,-0.111165866,0.633559287,0.029091273,1.174642324,-0.003272155,0.034884401,0.018925715,0.026545187
-1.110046983,-0.13198328,-0.46207127,0.756541729,-0.116705552,0.60639286,-0.002548389,1.158878922,-0.012854711,0.055857442,0.005677808,0.005614689
-0.479181617,-0.012867487,-0.375033438,0.559399247,0.004857909,1.027500391,0.81075418,1.431758523,-0.012828202,0.030945396,0.016332258,0.02795626
-0.019576102,-0.033464044,-0.26910609,0.403621793,0.010739904,0.768014789,1.049336791,1.329930305,-0.009524458,0.019300191,0.021240819,0.036558889
-0.376790285,-0.100506052,-0.310289055,0.520838559,-0.050711691,0.560209513,0.62408483,1.198617101,-0.012207993,0.030651962,0.017012525,0.028867749
-0.428936362,-0.016916115,-0.361723393,0.541836023,0.003976207,0.988682747,0.83075887,1.416062117,-0.019606994,0.043974154,0.006209899,0.01164653
-0.34414494,-0.174596623,-0.268963575,0.501866519,-0.110595316,0.146154523,0.40831843,0.988445222,-0.012619191,0.03460484,0.014826763,0.024665026
-0.900154054,-0.084870867,-0.434501171,0.696233153,-0.065147221,0.810084045,0.31251815,1.283566952,-0.012996451,0.04672347,0.00943904,0.013651764
-0.979484022,-0.190468505,-0.408030987,0.70014441,-0.169775173,0.195502684,-0.135844633,0.9597767,-0.009347023,0.04249423,0.014106799,0.020173287
-0.583529949,-0.065840103,-0.371762276,0.592232108,-0.035701871,0.803369105,0.588029683,1.307908893,-0.012943343,0.037528373,0.013343681,0.021817802
-0.431515932,-0.245986,-0.260475755,0.515165269,-0.190289497,-0.277341008,0.078983389,0.762393951,-0.001907499,0.024907874,0.027213711,0.040838435
-0.80743438,-0.132153183,-0.39115122,0.659184694,-0.099615753,0.518846214,0.219379544,1.143090129,-0.009734214,0.031996571,0.018560279,0.029166428
-0.080442756,0.029074358,-0.313240588,0.424207568,0.044379365,1.071774602,1.17278862,1.484871507,-0.014081665,0.023775285,0.018479604,0.033532187
-0.325491965,-0.019160151,-0.33850053,0.506535947,0.006474735,0.940018773,0.890273929,1.398795843,-0.00845822,0.020535668,0.021525193,0.036244564
-0.939425349,-0.076497421,-0.446990907,0.709779263,-0.060556103,0.867389679,0.312143087,1.309674621,-0.008473777,0.035424419,0.017623354,0.026872931
-1.138094187,-0.136345506,-0.467620015,0.764825106,-0.121913128,0.589555502,-0.038872756,1.14663291,-0.004063421,0.039241664,0.018985558,0.026300197
-0.816293955,-0.109742716,-0.402704805,0.665099621,-0.080867916,0.648046196,0.289670765,1.209182382,-0.007260338,0.034364574,0.016458619,0.024619861
-0.044215351,0.117097415,-0.353964448,0.412997186,0.093855619,1.450351596,1.418892622,1.686997175,-0.01596863,0.035623811,0.009780396,0.017820066
-0.415922076,-0.043845471,-0.345890254,0.536479652,-0.013415633,0.853674769,0.762300551,1.34697485,-0.020934569,0.047797017,0.003494669,0.007710582
-0.99121666,-0.157344028,-0.423209071,0.713317454,-0.133517668,0.422016382,-0.006879121,1.075874329,-0.013240025,0.051561423,0.00715344,0.009063905
-0.280204982,-0.037082531,-0.320340216,0.491166651,-0.002742067,0.839714885,0.870700777,1.350009441,-0.010087536,0.02594093,0.018061746,0.030343568
-1.555019617,-0.198532566,-0.553670645,0.864314198,-0.227126792,0.222545117,-0.676894128,0.89945209,0.000957577,0.055395402,0.015074719,0.014048299
-0.464062333,0.018171489,-0.386960745,0.554304659,0.023744276,1.163643956,0.903174222,1.504154325,-0.010889233,0.032302536,0.014617253,0.023808463
-1.275283456,-0.163929194,-0.490861982,0.799825311,-0.159551606,0.443666726,-0.258821607,1.055341959,-0.006334172,0.049431086,0.012980748,0.015384948
-1.37724638,-0.269651085,-0.498348922,0.763911843,-0.32265535,-0.417056769,-0.930079818,0.567664862,0.008560634,0.055129178,0.02348863,0.021394065
-0.981854141,-0.222381681,-0.397962064,0.689499259,-0.207230166,-0.024056427,-0.27536726,0.843739331,-0.004048751,0.041295834,0.017953921,0.024156174
-0.17070803,0.092313178,-0.365107268,0.455137372,0.076208197,1.387147427,1.278573275,1.644151926,-0.011657321,0.022940597,0.018358398,0.032052808
-0.666086674,-0.035923153,-0.403934181,0.620823324,-0.019500606,0.977933705,0.619160891,1.391371846,-0.01048042,0.02866534,0.019064832,0.031562045
-0.124655247,0.085649088,-0.352624297,0.440006912,0.074738532,1.342519283,1.291560292,1.623810649,-0.018296408,0.034361973,0.011135209,0.02155613
-0.135323673,-0.155930951,-0.232846677,0.435833573,-0.082196958,0.192674384,0.617310166,1.026134968,-0.01971467,0.036508635,0.009362984,0.018347396
-0.497216165,-0.138206244,-0.31888783,0.556901157,-0.087693021,0.393238366,0.420144737,1.10438025,-0.015637035,0.0402027,0.010509718,0.017861491
-1.562861562,-0.197939932,-0.556988299,0.86708045,-0.227120921,0.226482451,-0.68283236,0.899066329,0.007941677,0.035082839,0.027095634,0.033515364
-0.393161446,0.004718391,-0.366009623,0.530812323,0.018952345,1.077077866,0.913387835,1.464090466,-0.017992558,0.041546382,0.008124281,0.015023699
-0.676579118,-0.028922917,-0.410439461,0.625623584,-0.014200861,1.019267678,0.635491371,1.411231399,-0.013175004,0.039833784,0.012128819,0.019474527
-1.233945251,-0.212362662,-0.465066731,0.767061234,-0.217865348,0.076785758,-0.453882396,0.867091298,-0.011105672,0.050153278,0.009415437,0.011373287
-0.501002073,-0.027194798,-0.372733235,0.566381276,-0.005533097,0.965428591,0.755560517,1.398048043,-0.016172322,0.040503316,0.009913672,0.017257294
0.108802915,0.138436988,-0.336417198,0.362066686,0.109619573,1.487209558,1.564419389,1.718098164,-0.018838504,0.030934451,0.012259711,0.02418041
-1.210137606,-0.166225359,-0.473692179,0.779354572,-0.157302111,0.415399551,-0.214856833,1.048254728,-0.004359596,0.047211014,0.015109587,0.018460123
-0.631702781,-0.048513196,-0.391220897,0.609870076,-0.025129596,0.908726692,0.609045327,1.357728481,-0.007184469,0.026674485,0.019747782,0.031303175
-0.252188951,0.072448298,-0.371389925,0.483397484,0.063602462,1.333067656,1.180503726,1.609080553,-0.022234203,0.053023003,0.0002998,0.002089879
-0.351902843,-0.235109061,-0.246256024,0.493472695,-0.170593768,-0.215479448,0.187484115,0.800629318,-0.010147349,0.028184434,0.019937862,0.032390229
-0.805362284,-0.120923512,-0.395102918,0.659567416,-0.090467587,0.579792261,0.257546633,1.175284863,-0.010226444,0.039830901,0.014138866,0.021268947
-0.423092097,-0.274756998,-0.249855682,0.503284156,-0.226167411,-0.483982265,-0.038032219,0.654213548,-0.017680483,0.040299378,0.009173203,0.016260212
-0.876320004,-0.159159288,-0.39487648,0.676069677,-0.128289849,0.380772293,0.073007673,1.066246629,-0.016135411,0.049705587,0.006267715,0.009331858
-1.337088466,-0.215176344,-0.49152571,0.79463315,-0.230992287,0.065605342,-0.562551022,0.846960604,0.001353054,0.043214239,0.018809725,0.022440454
0.122201517,0.096643835,-0.310289294,0.356922537,0.088548772,1.299186945,1.469736457,1.618867755,-0.020497585,0.034221217,0.009709466,0.020189671
-0.799535632,-0.221132919,-0.354703307,0.634934902,-0.192590147,-0.052296013,-0.122057311,0.847963691,-0.012996756,0.043692149,0.010594416,0.016107684
-1.182040691,-0.142840475,-0.475638986,0.777044952,-0.130989283,0.560641825,-0.097697891,1.127040267,-0.00740292,0.043252669,0.01502477,0.020084618
-0.472646087,0.028814223,-0.393989861,0.557338536,0.030036874,1.216552258,0.927002668,1.530985475,-0.018373178,0.047201686,0.005531598,0.009866199
-0.963225961,-0.232529074,-0.391385317,0.679240823,-0.221531317,-0.113951333,-0.314029843,0.798149168,-0.006148965,0.041642942,0.014057983,0.018695025
0.099578023,-0.020786956,-0.251579225,0.363767862,0.023378879,0.785606384,1.15920043,1.346859217,-0.012919293,0.022919392,0.017596293,0.031444423
-0.143292516,-0.208686143,-0.211477399,0.432466149,-0.128849104,-0.099312976,0.44045949,0.875042856,-0.022827597,0.042547114,0.004394401,0.011164969
0.54736203,-0.208482817,-0.06965141,0.209619075,-0.085276499,-0.266524017,0.933711052,0.825329185,-0.017623255,0.02914173,0.014008392,0.026814541
-0.853342414,-0.084132813,-0.423898637,0.680826426,-0.061749317,0.800594568,0.348602414,1.283021927,-0.008784303,0.034988508,0.017354298,0.026800347
0.153055951,0.138410062,-0.327732235,0.346898615,0.110451549,1.469257236,1.589956403,1.711972475,-0.011409678,0.015677294,0.021560926,0.038746238
-0.337766409,0.034676723,-0.368798077,0.511467993,0.038172767,1.192087412,1.026664376,1.528797746,-0.017149577,0.037269019,0.010563541,0.019444151
0.508110285,0.177288339,-0.285739362,0.230979398,0.138976187,1.509494781,1.897321582,1.759294391,-0.021266425,0.030865392,0.010543395,0.022761872
-0.418774933,-0.013193223,-0.361832023,0.538476944,0.006333569,1.001075506,0.846509993,1.422909856,-0.021846222,0.049366869,0.002467085,0.006032547
-1.085526586,-0.133573949,-0.456364274,0.74858582,-0.117731646,0.58562845,0.007294334,1.150529385,-0.008650498,0.045746982,0.01291411,0.017357042
-0.515366793,-0.050680563,-0.363609433,0.569411933,-0.022805454,0.853290498,0.676138043,1.339455247,-0.008939804,0.022502614,0.022767562,0.038063563
-0.558999062,-0.193249717,-0.308711708,0.567715943,-0.142599672,0.08780551,0.182764307,0.94224745,-0.012947165,0.039890386,0.012586463,0.020177921
0.12752223,0.128848538,-0.327087134,0.355193973,0.104790986,1.436707497,1.551015973,1.692677021,-0.013214999,0.022281339,0.017350603,0.031450145
-0.154140115,-0.057281096,-0.284329355,0.448313385,-0.010235429,0.700558662,0.896959543,1.286473513,-0.017200837,0.034687512,0.011655141,0.02177169
-0.709750414,-0.071451552,-0.396469623,0.633604884,-0.046119999,0.815964997,0.484815925,1.304520845,-0.017393159,0.049064018,0.005538154,0.00903233
-0.615819454,-0.000152179,-0.411128342,0.605993092,0.007072644,1.135756373,0.757283926,1.476577044,-0.012663887,0.033660226,0.015316654,0.02569971
-0.001518637,0.037457388,-0.302236289,0.398291171,0.052928112,1.084326863,1.246135712,1.496605158,-0.019745598,0.033459611,0.010621298,0.021023555
-0.743340671,-0.203812301,-0.347020298,0.623334825,-0.167001575,0.059637502,-0.000757769,0.912135005,-0.00511735,0.033381619,0.018301178,0.026754757
-0.738283753,-0.176291108,-0.357071131,0.628963172,-0.137401044,0.235067457,0.110354558,1.002978444,-0.009488248,0.035961099,0.014211345,0.021749696
-0.655946016,-0.224877819,-0.319330633,0.590344667,-0.183763325,-0.096169904,-0.01576224,0.838326812,-0.002958582,0.032242514,0.022934694,0.033632703
0.495363653,-0.277910143,-0.050140806,0.220942944,-0.15165031,-0.641008735,0.678657413,0.629098117,-0.021839516,0.036361672,0.007934798,0.017732834
-0.11507684,0.02933383,-0.320656955,0.436583489,0.044047832,1.087959409,1.153761387,1.490842462,-0.020518975,0.039194956,0.007636238,0.015390625
-1.098074913,-0.228527993,-0.426272541,0.719746113,-0.228762701,-0.069452293,-0.41613847,0.805843532,-0.003082001,0.042919151,0.018399823,0.023999875
1.812238693,-0.372250229,0.250602871,-0.183917746,-0.150039643,-1.401758671,1.340712905,0.275988311,-0.028417083,0.034306042,0.004124213,0.015190518
-0.652586937,-0.053328447,-0.393056154,0.6158427,-0.031165756,0.884733796,0.57601136,1.344538927,-0.013183937,0.033881761,0.015126277,0.025020896
0.388072282,0.15837723,-0.295529068,0.269192249,0.126617983,1.469650507,1.779314399,1.729269266,-0.02469814,0.04240755,0.003298033,0.010346761
-0.582478046,-0.09071514,-0.359043509,0.589607418,-0.053900376,0.676773131,0.513279557,1.243242264,-0.014827386,0.03846141,0.011980582,0.020250572
-1.101265311,-0.235922545,-0.425174475,0.717138052,-0.23813054,-0.121966414,-0.452611834,0.777270555,-0.008156405,0.050322086,0.011106241,0.013191929
-0.859627247,-0.060871303,-0.43530345,0.684225202,-0.045443345,0.92099154,0.415380776,1.345245481,-0.012802497,0.045508601,0.010034431,0.014752885
-0.943850517,-0.155013099,-0.412961006,0.698647916,-0.129003793,0.420644045,0.03580492,1.079999208,-0.014844582,0.052570917,0.005527306,0.006988099
-0.672021151,-0.257083654,-0.31355691,0.583361924,-0.227211103,-0.330637515,-0.17479448,0.713140845,-0.007188336,0.036742218,0.017796624,0.026398582
-0.726699233,-0.127008647,-0.374798059,0.633702099,-0.089995421,0.527029693,0.296883374,1.154510975,-0.015420512,0.046263017,0.007839907,0.012318527
-0.50575459,-0.03619742,-0.368820161,0.567550302,-0.011388605,0.924869716,0.727621138,1.377017379,-0.011112981,0.029371148,0.016080726,0.026346033
0.213883996,0.128789783,-0.310927004,0.326812595,0.107866667,1.406416655,1.604460001,1.682651997,-0.020994389,0.03527756,0.008800317,0.018902874
-0.572058558,-0.189109027,-0.313081682,0.572750092,-0.139023647,0.117592841,0.189303234,0.956967771,-0.019446867,0.048023976,0.004344512,0.008286094
-0.867359936,-0.109577894,-0.415442914,0.68225354,-0.083830982,0.662580848,0.252668381,1.211272955,-0.01128664,0.037742324,0.014668811,0.022541424
0.249732301,-0.246354446,-0.113287978,0.301939458,-0.137957975,-0.406099379,0.602825761,0.738881528,-0.021319063,0.036810197,0.007881511,0.017248204
-0.024710208,-0.316849411,-0.148189694,0.37190187,-0.242386058,-0.82441771,0.119298764,0.503270447,-0.012660117,0.03946057,0.012933243,0.020679241
-0.500584841,-0.068716079,-0.352254152,0.564326704,-0.033547614,0.762515068,0.636034548,1.293396592,-0.017081337,0.04472369,0.007448364,0.01284275
-0.541865468,0.007653014,-0.399146557,0.581071734,0.014798468,1.145069718,0.826136947,1.487444401,-0.010298119,0.032414645,0.015082169,0.02427051
0.525551438,0.190869868,-0.290406734,0.22533837,0.14508307,1.560122609,1.938374043,1.788417935,-0.019790487,0.022805249,0.015156556,0.030575698
-0.322668672,-0.089665592,-0.303326786,0.503263235,-0.039861586,0.599634111,0.693879128,1.222936392,-0.01081209,0.025598792,0.020161439,0.034139544
